Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
"
						5.2.3.15 The languages to be supported will be a matter for each national railway to decide. (I)    
					",matter,-,-,-,-
"
						5.2.3.16 The radio shall support at least ten different languages. (M)    
Adjust loudspeaker volume 
					",-,-,different,-,-
"
						5.2.3.17 By default, the loudspeaker volume shall be set to a pre-determined level suitable for    
the operating environment (as stored within the system). (M) 
					",suitable,-,pre-determind,-,-
"
						5.2.3.18 It shall be possible for the driver to increase and decrease the loudspeaker volume    
within the adjustment range selected. (M) 
					",-,-,-,-,-
"
						5.2.3.23 Using a simple MMI action, it shall be possible for the driver to view a prioritised list    
of all authorised mobile radio networks (see section 10.5). (M) 
					",simple,-,-,-,-
"
						5.2.3.24 The manual network selection function shall not be available when there are on-going    
voice calls involving the Cab radio. (M) 
					",-,-,-,-,-
"
						5.2.3.25ii The Cab radio should be capable of selecting the mobile radio network as directed by 
input from an external device (eg a balise). (O) 
					",external,-,-,-,-
"
						5.2.3.25v Directed network selection is suitable for crossing international borders. (I) 
					Automatic network selection 
					",automatic,-,-,-,-
"
						5.2.3.25vi The Cab radio should be capable of selecting the mobile radio network automatically 
from a list of suitable networks (see section 10.5). (O) 
					",-,-,-,-,-
"
						5.2.3.25vii If automatic network selection is implemented, it shall be possible for the driver to 
activate and deactivate automatic network selection. (M) 
					",automatic,-,-,-,-
"
						5.2.3.25viii Automatic network selection shall not be used for international border crossing. (M) 
					",automatic,-,-,not,-
"
						5.2.3.25ix Automatic network selection is not suitable for use in areas where there is a risk that 
the Cab radio will change to a foreign network unpredictably. (I) 
					",automatic,-,-,not,-
"
						5.2.3.28 If an automated request is initiated (option 2), the driver shall be able to accept or reject    
the train number returned by the network. (M) 
					",-,-,-,-,-
"
						5.2.3.28ii  Data entry may be from either system depending on the operating procedures agreed 
between the train operator and the railway infrastructure operator. (I) 
					",-,-,-,-,-
"
						5.2.3.29 The driver shall be warned (by audible and visual indications) if a train with the same    
train number is already registered on the same network. (M) 
					",-,-,indication,-,-
"
						5.2.3.30 A means to override the currently registered train number shall be provided to the    
newly registering driver. (M) 
					",means,currently,-,-,-
"
						5.2.3.31 The driver of the previously registered train shall be informed (by audible and visual    
indications) that his train number has been overridden by another driver. (M) 
					",-,-,indication,-,another
"
						5.2.3.37 There shall be a fixed relationship between the telephone numbers of radios installed    
in the locomotive/coach and the stock number, which shall remain even if the radio is 
changed. (M) 
					",-,-,relationship,-,-
"
												5.2.3.38 It shall be possible to register and deregister a stock number in one or both of the    
following ways: (M) 
						",ways,-,-,-,-
"
						5.2.3.40 It  shall  be  possible  for  the  driver  to  find  and  display  stored  numbers  and  their    
information. (M) 
					",-,-,information,-,-
"
						5.2.3.41 It should be possible for the driver to store and overwrite numbers and their details in    
the Cab radio. (O) 
Invoke supplementary services 
					",-,-,detail,-,-
"
						5.2.3.43 The actions required from the driver will be as simple as possible. (I)    
Invoke tests 
					",simple,-,possible,-,-
"
						5.2.3.44 It shall be possible to initiate tests of the radio to provide the driver with a reasonable    
level of certainty that the radio and MMI are working. (M) 
					",reasonable,-,-,-,-
"
						5.2.3.45 Such tests shall not prevent calls. (M)    
					",-,-,-,not,-
"
						5.2.3.46 The result of the tests shall be displayed in a similar format to the self-test when MMI    
is powered on. (M) 
					",-,similar,-,-,-
"
						5.2.4.2     For data applications, calls shall be possible even if the driver MMI is switched off. (M) 
					",-,-,-,-,-
"
						5.2.4.3     The Cab radio may need to conserve battery power when the radio is powered up but 
the MMI is switched off. (I) 
Handling of call priorities 
					",-,-,-,-,-
"
						5.2.4.6     The  Cab  radio  shall  be  capable  of  handling  contention  between  calls  of  differing 
priorities. (M) 
					",priorities,-,-,-,-
"
						5.2.4.8     Where pre-emption occurs, an advisory indication may be provided to the pre-empted 
parties. (O) 
					",advisory,-,indication,-,-
"
						5.2.4.11 If run-time diagnostics are implemented, failure of an interface shall be reported to the    
driver via the display. (M) 
					",-,-,-,-,-
"
						5.2.4.13 If  run-time  diagnostics  are  implemented,  diagnostic  tests  shall  not  interfere  with    
normal operation of the Cab radio. (M) 
					",normal,-,-,-,-
"
						5.2.4.14 Railways will require facilities to support the use of automatic test equipment with    
mobile radios. (I) 
					",automatic,-,facilities,-,-
"
				5.3.1     Train-mounted  equipment  including  the  Cab  radio  terminal  equipment,  MMI  and 
antenna shall comply with all specifications in section 4.3 and all of those defined in 
this section. (M) 
				",-,-,-,-,-
"
				5.3.3     Measures should be taken to reduce the risk of theft of radio equipment. Examples of 
such measures include physical protection, alarms and access control measures. (I) 
				",-,-,include,-,-
